Index,Order number,Tracking number,Product name,Quantity,Price,Date of order,Date of dispatch,Date delivered,Order status,Address
289,796-7899510-3421168,TBA350883322546,propet,1,24.29,2024-11-25,2024-11-27,2024-11-29,Shipped,"Sridhar K S, #773, Bajirao Road, City Urban, Hyderabad, KA, 510507"
290,201-7680157-8952276,A964535875407,hansgo,7,6.99,2024-11-25,2024-11-28,2024-12-04,Cancelled,"Nikhil G, #688,  MG Road, City Sub-urban, Thiruvananthapuram, TN, 594967"
291,694-4010783-3805068,A187558824044,s h stock harbor,6,19.95,2024-11-25,2024-11-25,2024-11-29,Delivered,"George J, #926, Laad Bazaar, City Urban, Thiruvananthapuram, KA, 175744"
292,834-3896604-7688619,A188614893180,glamorise,2,42.0,2024-11-25,2024-11-26,2024-11-25,Cancelled,"Sumanata B, #500,  MG Road, City Sub-urban, Bangalore, OD, 275891"
293,949-1375644-4867561,TBA230790826897,rikimaru,9,12.98,2024-11-25,2024-11-26,2024-11-28,Delivered,"Sridhar K S, #900,  MG Road, City Urban, NamakKal, TN, 631291"
294,429-9611126-4059799,TBA446534389942,powertec,5,135.99,2024-11-25,2024-11-26,2024-12-05,Out for Delivery,"Sahana, #497, Bidyut Marg, City Urban, Cuttack , KA, 262575"
295,535-7014934-7147069,A945237291482,samsung,7,124.46,2024-11-25,2024-11-27,2024-11-25,Out for Delivery,"George J, #370, Bajirao Road, City Urban, Hyderabad, OD, 477009"
296,625-8896631-2247099,AMZN715628975218,yscare,8,17.99,2024-11-25,2024-11-28,2024-11-28,Shipped,"Anshul A, #760, Laad Bazaar, City Sub-urban, NamakKal, KA, 218936"
297,199-3307358-2277712,AMZN990691313137,binami,1,5.99,2024-11-25,2024-11-26,2024-11-28,Out for Delivery,"Sridhar K S, #263, S M Street, City Rural, NamakKal, TN, 341914"
298,374-7652904-7757012,TBA239756773010,jonathan y,6,38.16,2024-11-25,2024-11-27,2024-11-29,Out for Delivery,"Nikhil G, #918,  MG Road, City Urban, Hyderabad, TN, 113124"
299,999-1885986-5884874,TBA301176991568,zhanmai,3,35.99,2024-11-25,2024-11-27,2024-11-30,Shipped,"George J, #842, Bajirao Road, City Urban, Hyderabad, OD, 543629"
300,991-5101572-9641647,A369970461913,owin,10,15.99,2024-11-25,2024-11-26,2024-11-30,Shipped,"Sridhar K S, #913, S M Street, City Urban, Hyderabad, KA, 160548"
301,600-1585113-1418157,TBA198810322387,heatshield products,9,133.99,2024-11-25,2024-11-28,2024-12-01,Delivered,"Pallabi P, #113,  MG Road, City Urban, Bangalore, OD, 270427"
302,253-2863220-9172473,TBA135492053235,krylon,5,34.29,2024-11-25,2024-11-25,2024-11-26,Pending,"George J, #829, Bajirao Road, City Rural, Cuttack , KA, 850566"
303,457-2438262-7793297,A915641671764,koh koh,4,39.95,2024-11-25,2024-11-28,2024-11-29,Cancelled,"Radhabaran M, #824,  MG Road, City Urban, Thiruvananthapuram, AP, 251006"
304,837-7310624-9908263,AMZN961877765529,creative converting,7,7.69,2024-11-25,2024-11-26,2024-11-26,Shipped,"Radhabaran M, #733, Bajirao Road, City Urban, NamakKal, TN, 824305"
305,833-4540429-6387191,A423945378492,ambesonne,7,29.95,2024-11-25,2024-11-25,2024-11-29,Pending,"Nikhil G, #479,  MG Road, City Rural, Bangalore, KA, 898314"
306,884-3148365-1710852,AMZN314314677513,bobo bird,6,39.99,2024-11-25,2024-11-28,2024-11-29,Cancelled,"Pallabi P, #210, S M Street, City Urban, Thiruvananthapuram, KL, 957509"
307,730-8372069-3183018,AMZN804977866865,steve madden,9,53.01,2024-11-25,2024-11-28,2024-12-01,Shipped,"Anshul A, #397,  MG Road, City Urban, Cuttack , AP, 632384"
308,521-7124453-3788778,A622507882006,bambootray,2,21.98,2024-11-25,2024-11-26,2024-11-27,Out for Delivery,"Nikhil G, #404, Bidyut Marg, City Sub-urban, Thiruvananthapuram, OD, 802234"
309,998-1950582-3777466,TBA998887540303,cocomoon,8,14.99,2024-11-25,2024-11-26,2024-11-29,Shipped,"Sahana, #25,  MG Road, City Rural, NamakKal, OD, 980655"
310,450-4216711-4390224,A969435993706,cook n home,5,33.99,2024-11-25,2024-11-28,2024-11-29,Out for Delivery,"Nikhil G, #748, Laad Bazaar, City Sub-urban, Thiruvananthapuram, AP, 356777"
311,879-5833729-3668223,TBA365878169504,roymade,1,13.99,2024-11-25,2024-11-26,2024-12-02,Pending,"Sahana, #946, Bidyut Marg, City Sub-urban, Bangalore, OD, 455054"
312,414-7268133-4919592,TBA165189173767,tropiclean,5,19.99,2024-11-25,2024-11-28,2024-11-27,Cancelled,"Shantanu D, #243,  MG Road, City Sub-urban, Bangalore, KA, 711343"
313,758-5934041-3508928,A698543296321,bedsure,3,39.99,2024-11-25,2024-11-27,2024-11-30,Delivered,"Sridhar K S, #957, Bidyut Marg, City Urban, Cuttack , KL, 398613"
314,804-4403507-6763057,AMZN580762822872,hansleep,2,26.99,2024-11-25,2024-11-25,2024-11-26,Cancelled,"Sumanata B, #362, Laad Bazaar, City Urban, Bangalore, AP, 568772"
315,946-6414474-6713187,A435512009193,supershieldz,8,7.99,2024-11-25,2024-11-27,2024-12-04,Shipped,"George J, #609, Bajirao Road, City Urban, Hyderabad, OD, 356405"
316,917-8900186-2116725,AMZN657866605359,adagio teas,10,22.99,2024-11-25,2024-11-25,2024-11-25,Pending,"George J, #23, S M Street, City Urban, Bangalore, KL, 859157"
317,850-1040615-3186332,A217165586839,keomud,1,19.99,2024-11-25,2024-11-25,2024-12-02,Delivered,"Sridhar K S, #741, Laad Bazaar, City Sub-urban, NamakKal, TN, 550205"
318,102-8368401-2327568,TBA479400544121,simple designs,3,22.24,2024-11-25,2024-11-25,2024-12-05,Out for Delivery,"Sumanata B, #27,  MG Road, City Rural, NamakKal, OD, 376249"
319,174-9217515-4491476,AMZN237259121292,aco perfumes,2,310.0,2024-11-25,2024-11-27,2024-11-25,Cancelled,"Nikhil G, #585, S M Street, City Sub-urban, Cuttack , KL, 820164"
320,792-5051711-9515029,A850344415940,comfort,8,770.0,2024-11-25,2024-11-27,2024-12-04,Pending,"George J, #454, S M Street, City Sub-urban, Bangalore, KA, 391741"
321,104-1919584-2771873,AMZN279185866895,avant grub,4,11.99,2024-11-25,2024-11-26,2024-12-04,Delivered,"Anshul A, #418,  MG Road, City Urban, Cuttack , OD, 489749"
322,410-5636776-1751102,AMZN108102297765,niid,5,99.99,2024-11-25,2024-11-27,2024-11-30,Shipped,"Radhabaran M, #85, S M Street, City Urban, Bangalore, AP, 117356"
323,929-7969380-1693229,AMZN248443280560,bach,6,16.99,2024-11-25,2024-11-28,2024-12-05,Pending,"Sahana, #754, Bidyut Marg, City Sub-urban, Hyderabad, KL, 883687"
324,539-3712963-8030884,A506734845227,wilson,1,109.99,2024-11-25,2024-11-27,2024-11-26,Cancelled,"Sridhar K S, #184, Bidyut Marg, City Sub-urban, Thiruvananthapuram, TN, 813375"
325,868-4117421-5335743,TBA205535505332,goddess,1,41.36,2024-11-25,2024-11-26,2024-12-05,Shipped,"Radhabaran M, #921, Laad Bazaar, City Rural, NamakKal, OD, 797826"
326,863-4292605-2140153,TBA127390021452,restlrious,7,129.99,2024-11-25,2024-11-25,2024-11-28,Pending,"Pallabi P, #10, Bajirao Road, City Urban, Hyderabad, AP, 188517"
327,115-3429194-4373219,TBA249748418734,razer,6,93.95,2024-11-25,2024-11-25,2024-11-28,Out for Delivery,"Nikhil G, #98, Bidyut Marg, City Urban, Bangalore, OD, 982117"
328,873-4437011-8654994,TBA512804625060,gotruth,3,31.99,2024-11-25,2024-11-25,2024-11-30,Pending,"Anshul A, #126, Bajirao Road, City Rural, Thiruvananthapuram, TN, 791609"
329,758-9093378-1638279,TBA470144549578,the childrens place,6,24.0,2024-11-25,2024-11-28,2024-12-01,Out for Delivery,"Shantanu D, #104, Bidyut Marg, City Urban, Bangalore, KA, 279745"
330,259-4258720-8894655,TBA117617308300,greenlee,2,26.19,2024-11-25,2024-11-27,2024-11-26,Cancelled,"Pallabi P, #898, Bajirao Road, City Sub-urban, Bangalore, OD, 567379"
331,857-6821106-3414985,TBA833608980845,comoware,4,35.99,2024-11-25,2024-11-27,2024-11-30,Shipped,"Sridhar K S, #871, Bidyut Marg, City Urban, Thiruvananthapuram, TN, 697668"
332,625-8905251-3413421,TBA131475692281,bruntmor,9,28.49,2024-11-25,2024-11-25,2024-12-04,Cancelled,"Pallabi P, #84, Bajirao Road, City Urban, Hyderabad, KA, 566410"
333,852-3047149-7493165,TBA173392833966,asics,9,89.99,2024-11-25,2024-11-27,2024-12-04,Out for Delivery,"Nikhil G, #478, S M Street, City Urban, Hyderabad, AP, 210375"
334,623-7889175-7670857,TBA258327627120,superfeet,8,46.55,2024-11-25,2024-11-26,2024-12-04,Out for Delivery,"Sahana, #197, Laad Bazaar, City Rural, Cuttack , KA, 314969"
335,535-4773488-2790963,A174433016039,warn,9,159.42,2024-11-25,2024-11-27,2024-12-05,Pending,"Nikhil G, #545, Bajirao Road, City Rural, Thiruvananthapuram, TN, 150350"
336,614-5933167-8420887,AMZN263632487671,dewalt,9,61.53,2024-11-25,2024-11-28,2024-11-27,Cancelled,"George J, #132,  MG Road, City Rural, Thiruvananthapuram, KL, 235441"
337,152-6537266-7808323,TBA237127051929,rollerblade,9,130.5,2024-11-25,2024-11-26,2024-12-02,Cancelled,"George J, #249, Bajirao Road, City Sub-urban, Thiruvananthapuram, AP, 517564"
338,990-7405393-9152537,AMZN552251621699,outward hound,9,9.11,2024-11-25,2024-11-26,2024-12-02,Out for Delivery,"Sumanata B, #384, S M Street, City Rural, Bangalore, TN, 719727"
339,271-7562136-3604690,TBA802274626128,comfyable,3,25.99,2024-11-25,2024-11-25,2024-12-03,Out for Delivery,"Pallabi P, #254,  MG Road, City Urban, Thiruvananthapuram, KA, 562880"
340,199-7562047-1364872,AMZN155766929572,barton,5,57.95,2024-11-25,2024-11-26,2024-12-01,Out for Delivery,"Shantanu D, #904, Bidyut Marg, City Rural, Hyderabad, KA, 476616"
341,547-4763339-6217830,A891401068768,popshion,1,13.99,2024-11-25,2024-11-28,2024-12-01,Out for Delivery,"Pallabi P, #326, S M Street, City Urban, Hyderabad, OD, 280631"
342,540-9942060-7714979,TBA556829436940,mizuno,5,8.0,2024-11-25,2024-11-26,2024-12-03,Pending,"Pallabi P, #618, Bajirao Road, City Sub-urban, Bangalore, KA, 426921"
343,318-9262578-3041100,TBA171348497195,khljju,2,56.99,2024-11-25,2024-11-26,2024-12-02,Shipped,"Radhabaran M, #322, Laad Bazaar, City Rural, Cuttack , OD, 119089"
344,736-9224109-4161288,TBA787111815273,pm sperry topsider footwear rp,5,69.99,2024-11-25,2024-11-28,2024-11-26,Cancelled,"Pallabi P, #762, Bidyut Marg, City Rural, Cuttack , AP, 930056"
345,692-8707338-5218555,A501128891689,locame,10,120.99,2024-11-25,2024-11-27,2024-11-25,Pending,"Nikhil G, #558, Bajirao Road, City Urban, NamakKal, OD, 257556"
346,178-6227240-6997374,A844586832575,bieama,8,19.99,2024-11-25,2024-11-28,2024-12-05,Out for Delivery,"Radhabaran M, #151,  MG Road, City Urban, Bangalore, KA, 146433"
347,918-7631119-1898999,TBA114606431333,easy spirit,1,35.91,2024-11-25,2024-11-27,2024-12-02,Out for Delivery,"George J, #138, Bidyut Marg, City Rural, Thiruvananthapuram, KA, 388514"
348,916-2503711-1419268,A839877391241,vesafe,3,39.99,2024-11-25,2024-11-28,2024-12-03,Out for Delivery,"Nikhil G, #799, Bidyut Marg, City Rural, NamakKal, KL, 398324"
349,670-6938326-7807809,A137366540954,archiology,6,129.99,2024-11-25,2024-11-27,2024-12-04,Delivered,"Anshul A, #470, Bajirao Road, City Urban, Hyderabad, TN, 151048"
350,822-4900606-9605574,AMZN766416747599,yesall,8,42.99,2024-11-25,2024-11-28,2024-11-26,Shipped,"Shantanu D, #653, Bajirao Road, City Rural, Bangalore, KL, 399104"
351,247-8094573-9635265,TBA840389440261,attcl,8,25.0,2024-11-25,2024-11-25,2024-11-29,Delivered,"George J, #287, S M Street, City Sub-urban, NamakKal, KA, 583230"
352,977-4538859-8039539,TBA854474299191,elago,1,4.99,2024-11-25,2024-11-28,2024-11-26,Shipped,"Shantanu D, #805,  MG Road, City Rural, Bangalore, OD, 365494"
353,209-2099370-3672633,TBA790296740407,batianda,8,33.9,2024-11-25,2024-11-28,2024-11-26,Shipped,"Pallabi P, #429, Laad Bazaar, City Rural, Bangalore, AP, 519642"
354,416-7756386-1186376,A524425865713,delanie,6,9.99,2024-11-25,2024-11-27,2024-11-29,Out for Delivery,"Sridhar K S, #175, Bidyut Marg, City Sub-urban, Hyderabad, AP, 856090"
355,242-9051408-4849773,A484857054932,jetech,3,16.99,2024-11-25,2024-11-26,2024-12-04,Out for Delivery,"Sahana, #760, S M Street, City Urban, Hyderabad, KL, 106425"
356,973-2205321-7444683,A898594926075,pure sole,3,47.95,2024-11-25,2024-11-25,2024-12-03,Out for Delivery,"Sahana, #50, Bajirao Road, City Sub-urban, Bangalore, TN, 345119"
357,879-1256078-2364282,AMZN652021614081,vadania,1,78.0,2024-11-25,2024-11-28,2024-11-30,Shipped,"Sahana, #730, Bidyut Marg, City Sub-urban, Bangalore, KA, 534341"
358,846-1960211-4195261,AMZN816383929132,venum,2,82.5,2024-11-25,2024-11-28,2024-11-30,Delivered,"Nikhil G, #672, S M Street, City Sub-urban, Hyderabad, TN, 706316"
359,399-4130605-3833187,A688779719718,asteroutdoor,10,39.54,2024-11-25,2024-11-26,2024-11-30,Pending,"Pallabi P, #564, Bajirao Road, City Rural, Thiruvananthapuram, TN, 109225"
360,375-6205122-1544726,TBA503537538808,zostland,7,6.97,2024-11-25,2024-11-26,2024-11-29,Shipped,"George J, #588, S M Street, City Rural, Bangalore, OD, 125448"
361,768-9306855-1984558,A504550962024,chrome pro,5,64.9,2024-11-25,2024-11-25,2024-11-25,Shipped,"Pallabi P, #753, S M Street, City Rural, Cuttack , KA, 111861"
362,530-8814973-5784758,TBA979781001934,kamik,1,39.61,2024-11-25,2024-11-25,2024-11-29,Pending,"Pallabi P, #231, Bidyut Marg, City Urban, Hyderabad, KA, 328114"
363,769-7764658-1525846,A143369277405,planet dog,3,11.99,2024-11-25,2024-11-26,2024-11-28,Shipped,"Radhabaran M, #129,  MG Road, City Urban, Bangalore, TN, 944068"
364,660-4469223-6521446,AMZN255350148676,plano,1,11.99,2024-11-25,2024-11-25,2024-12-04,Delivered,"George J, #308, Bajirao Road, City Sub-urban, Hyderabad, KA, 743241"
365,236-8960183-6169737,TBA382984635418,ambesonne,8,36.99,2024-11-25,2024-11-27,2024-12-03,Cancelled,"Sahana, #312, Laad Bazaar, City Urban, NamakKal, KL, 428917"
366,359-8873025-9135662,TBA653033825687,evgisfine,2,22.99,2024-11-25,2024-11-25,2024-12-04,Shipped,"Shantanu D, #567, Laad Bazaar, City Sub-urban, Thiruvananthapuram, KL, 909927"
367,800-8796144-1745455,AMZN159975566254,canon,10,51.2,2024-11-25,2024-11-26,2024-12-05,Cancelled,"Sahana, #855, Laad Bazaar, City Urban, Hyderabad, KL, 731803"
368,458-6180010-2412033,A978812160514,sweet acorn,2,28.8,2024-11-25,2024-11-27,2024-11-29,Delivered,"Sumanata B, #271, Bajirao Road, City Urban, Thiruvananthapuram, KA, 697457"
369,398-5254744-4700827,AMZN477039170905,tervis,2,3.99,2024-11-25,2024-11-27,2024-12-04,Pending,"Pallabi P, #197, Bidyut Marg, City Rural, Hyderabad, OD, 778958"
370,638-3519707-7385809,TBA466951738010,hardtofind fastener,3,10.99,2024-11-25,2024-11-27,2024-12-01,Out for Delivery,"George J, #392,  MG Road, City Urban, Cuttack , AP, 511529"
371,975-8492288-5383767,TBA804280994490,crayza,1,38.99,2024-11-25,2024-11-25,2024-12-01,Pending,"Sridhar K S, #695,  MG Road, City Rural, Bangalore, TN, 187029"
372,541-6130546-1841073,A243411491613,red lantern,7,129.0,2024-11-25,2024-11-26,2024-11-26,Pending,"Anshul A, #508, Bajirao Road, City Urban, Hyderabad, KA, 900067"
373,626-3991248-3247571,AMZN643634290492,wired whisk,6,9.99,2024-11-25,2024-11-26,2024-11-28,Pending,"Anshul A, #171, Laad Bazaar, City Rural, Hyderabad, TN, 885861"
374,271-9251899-3001767,TBA782229315600,re play,2,10.99,2024-11-25,2024-11-28,2024-12-03,Delivered,"Nikhil G, #446,  MG Road, City Urban, Bangalore, AP, 844643"
375,605-1651683-8464925,AMZN924832190481,suunto,6,338.78,2024-11-25,2024-11-26,2024-12-02,Shipped,"Shantanu D, #351, S M Street, City Urban, Hyderabad, AP, 706351"
376,808-3988595-1269404,TBA669387747431,eminta,9,13.39,2024-11-25,2024-11-26,2024-11-29,Cancelled,"Sridhar K S, #445, Bajirao Road, City Sub-urban, Hyderabad, TN, 582796"
377,646-6015350-8734707,A499171543553,mangopop,8,17.49,2024-11-25,2024-11-26,2024-11-28,Cancelled,"Sridhar K S, #96, Bajirao Road, City Rural, Bangalore, TN, 296174"
378,182-4998851-4284181,TBA833452093058,propet,3,30.64,2024-11-25,2024-11-26,2024-11-28,Pending,"Sahana, #174, S M Street, City Sub-urban, Bangalore, TN, 109115"
379,881-3265756-2297028,TBA212215074638,best choice products,2,89.99,2024-11-25,2024-11-26,2024-11-27,Out for Delivery,"Anshul A, #533, Bidyut Marg, City Sub-urban, Thiruvananthapuram, AP, 602209"
380,134-1855366-4153035,AMZN588700042382,bobo bird,2,28.99,2024-11-25,2024-11-27,2024-12-05,Shipped,"Pallabi P, #638, Bidyut Marg, City Rural, NamakKal, KA, 729914"
381,851-8251430-4363560,TBA713823634715,natures way,8,8.48,2024-11-25,2024-11-28,2024-12-05,Pending,"Sridhar K S, #222, S M Street, City Rural, NamakKal, KA, 921784"
382,636-5492431-4991894,AMZN980074555109,merrell,2,98.99,2024-11-25,2024-11-26,2024-12-02,Cancelled,"Shantanu D, #1,  MG Road, City Sub-urban, Thiruvananthapuram, TN, 803446"
383,947-1574095-7118949,TBA889027900731,adidas,1,107.0,2024-11-25,2024-11-28,2024-12-04,Pending,"Sahana, #285, Bajirao Road, City Sub-urban, NamakKal, KL, 733706"
384,527-5619346-1550182,TBA171347120881,duoduo,7,49.99,2024-11-25,2024-11-25,2024-12-01,Out for Delivery,"Sridhar K S, #69, Bidyut Marg, City Sub-urban, Hyderabad, TN, 600899"
385,270-9115304-1825019,TBA620491052151,molten,4,34.86,2024-11-25,2024-11-28,2024-12-03,Pending,"Sahana, #78, Laad Bazaar, City Urban, NamakKal, TN, 897570"
386,849-5483538-8265705,TBA340592001039,gearit,7,43.98,2024-11-25,2024-11-27,2024-12-04,Out for Delivery,"Pallabi P, #810, Bidyut Marg, City Urban, Thiruvananthapuram, KL, 513859"
387,941-5649281-4541241,AMZN177473722119,country life,9,17.39,2024-11-25,2024-11-28,2024-11-29,Shipped,"Sumanata B, #588, S M Street, City Rural, Cuttack , TN, 344862"
388,131-1606105-9615985,A747051979264,huazi,9,39.67,2024-11-25,2024-11-26,2024-11-26,Delivered,"George J, #420, Bajirao Road, City Urban, Thiruvananthapuram, TN, 770048"
389,465-2184302-3019446,A630808857087,astroai,9,28.99,2024-11-25,2024-11-27,2024-11-28,Out for Delivery,"Radhabaran M, #238, Laad Bazaar, City Urban, NamakKal, OD, 750689"
390,726-4029715-2464447,TBA221386046402,woofworks,1,48.99,2024-11-25,2024-11-27,2024-11-25,Out for Delivery,"Shantanu D, #651, Bajirao Road, City Rural, NamakKal, AP, 313073"
391,851-8632577-9120301,A687982634221,avery,8,25.22,2024-11-25,2024-11-28,2024-11-30,Delivered,"Sumanata B, #368, Bidyut Marg, City Sub-urban, Thiruvananthapuram, OD, 239757"
392,252-9136476-5309581,TBA123569231906,lenox,2,87.06,2024-11-25,2024-11-26,2024-12-01,Cancelled,"Nikhil G, #364, Laad Bazaar, City Urban, Thiruvananthapuram, AP, 250586"
393,350-9401429-7264520,A130600634106,clarks,9,59.99,2024-11-25,2024-11-28,2024-12-04,Out for Delivery,"Anshul A, #824, Bidyut Marg, City Sub-urban, Cuttack , KL, 323126"
394,556-3388281-6567119,AMZN366782025500,belle poque,10,31.95,2024-11-25,2024-11-25,2024-12-02,Shipped,"Sridhar K S, #74, Bajirao Road, City Urban, Hyderabad, KL, 532393"
395,459-2435761-9186435,A942085916227,whirlpool,7,52.8,2024-11-25,2024-11-27,2024-11-28,Delivered,"Sahana, #503, S M Street, City Rural, NamakKal, TN, 551976"
396,499-4013282-9145573,AMZN797150204477,titebond,7,7.28,2024-11-25,2024-11-26,2024-12-02,Delivered,"Anshul A, #498, Bajirao Road, City Rural, Cuttack , KA, 337326"
397,888-8087600-6608465,TBA549435340572,willit,9,28.99,2024-11-25,2024-11-28,2024-11-27,Cancelled,"George J, #316, Bajirao Road, City Urban, Cuttack , KL, 879058"
398,729-8001293-4466370,A268107029654,satco,4,17.0,2024-11-25,2024-11-26,2024-12-05,Shipped,"Radhabaran M, #136, Laad Bazaar, City Rural, NamakKal, OD, 722848"
399,552-1130933-3370575,AMZN690465690761,flash furniture,3,89.14,2024-11-25,2024-11-28,2024-12-02,Shipped,"Shantanu D, #518, Bajirao Road, City Rural, Bangalore, KA, 296678"
400,983-6247915-7962945,A179823754232,pureplus,4,30.99,2024-11-25,2024-11-25,2024-11-27,Shipped,"George J, #629, Bajirao Road, City Sub-urban, Cuttack , KL, 992048"
401,967-9021352-4570661,AMZN906397946993,adidas,7,57.04,2024-11-25,2024-11-28,2024-11-25,Cancelled,"Anshul A, #592,  MG Road, City Rural, Hyderabad, TN, 758110"
402,730-4152164-5035168,A949391981046,cooljob,7,9.99,2024-11-25,2024-11-25,2024-11-26,Delivered,"Anshul A, #539, Laad Bazaar, City Urban, Hyderabad, AP, 782641"
403,810-1893876-2810955,A332893902469,skechers,5,29.95,2024-11-25,2024-11-27,2024-11-26,Cancelled,"Pallabi P, #106, Laad Bazaar, City Sub-urban, Hyderabad, KA, 111572"
404,925-3902546-1453598,AMZN411107674885,cutter buck mens collections,1,45.94,2024-11-25,2024-11-25,2024-12-01,Delivered,"Radhabaran M, #819, Laad Bazaar, City Urban, Bangalore, KL, 284493"
405,742-6975223-1496039,A623553629655,oxyglow herbals,9,177.0,2024-11-25,2024-11-28,2024-12-03,Pending,"Sridhar K S, #390, Bajirao Road, City Rural, Bangalore, OD, 882201"
406,720-4131178-5368972,AMZN486914980231,wyocks,8,13.99,2024-11-25,2024-11-25,2024-11-28,Cancelled,"George J, #619, S M Street, City Sub-urban, Hyderabad, AP, 922859"
407,748-3693220-3933044,TBA957086582949,quincry,2,16.98,2024-11-25,2024-11-27,2024-12-04,Pending,"Radhabaran M, #324, Laad Bazaar, City Sub-urban, Bangalore, OD, 104772"
408,993-2758477-3365510,TBA822807009780,hghyjrxfkl,6,19.55,2024-11-25,2024-11-26,2024-11-27,Delivered,"Sahana, #721, Bajirao Road, City Rural, Cuttack , TN, 907623"
409,622-8737088-2797490,A304835939370,houseaid,4,26.99,2024-11-25,2024-11-28,2024-12-04,Out for Delivery,"Shantanu D, #313, S M Street, City Urban, Cuttack , KL, 364810"
410,873-3772190-1389115,AMZN519519281922,fintie,8,17.99,2024-11-25,2024-11-25,2024-11-27,Cancelled,"Nikhil G, #128,  MG Road, City Urban, Cuttack , AP, 662335"
411,909-5229890-9191175,A130800002857,brainstream,9,18.35,2024-11-25,2024-11-27,2024-12-01,Delivered,"Sahana, #832, Bajirao Road, City Sub-urban, Cuttack , AP, 148614"
412,468-6589985-8511112,TBA566280142751,geekria,6,14.99,2024-11-25,2024-11-25,2024-11-30,Cancelled,"Sridhar K S, #948, Bajirao Road, City Sub-urban, Bangalore, TN, 129747"
413,493-3311989-5115777,TBA234230630840,ownmy,4,16.99,2024-11-25,2024-11-27,2024-11-30,Pending,"Radhabaran M, #782, Laad Bazaar, City Sub-urban, Hyderabad, TN, 708420"
414,279-7991185-1171839,TBA538762678911,lodge,8,119.7,2024-11-25,2024-11-25,2024-11-29,Shipped,"Sahana, #728, Bidyut Marg, City Urban, NamakKal, OD, 790712"
415,666-4953121-4674225,TBA984191257142,naturalizer,8,119.95,2024-11-25,2024-11-28,2024-12-02,Delivered,"Sumanata B, #856, Laad Bazaar, City Urban, Bangalore, TN, 298019"
416,895-9265404-3999127,A617662617934,wenew,9,9.99,2024-11-25,2024-11-27,2024-11-25,Shipped,"Sridhar K S, #703, Laad Bazaar, City Rural, NamakKal, OD, 216897"
417,264-9062338-2559980,A982445092830,carpets for kids,5,136.65,2024-11-25,2024-11-25,2024-12-03,Shipped,"Sumanata B, #4, Bidyut Marg, City Sub-urban, Cuttack , KL, 690870"
418,806-3291403-7952313,TBA326697256792,masterpieces,9,10.38,2024-11-25,2024-11-26,2024-11-29,Out for Delivery,"Shantanu D, #789,  MG Road, City Sub-urban, Thiruvananthapuram, OD, 353883"
419,183-3026734-9527899,A523087223400,natori womens ia,4,66.0,2024-11-25,2024-11-27,2024-11-26,Delivered,"Sridhar K S, #203, Bajirao Road, City Rural, Bangalore, AP, 346987"
420,389-3605064-9580047,AMZN852166709253,auto ventshade,2,64.99,2024-11-25,2024-11-26,2024-11-26,Pending,"Sridhar K S, #47, S M Street, City Urban, Cuttack , KL, 344721"
421,973-3449803-9687537,A791989863455,bestequip,10,249.99,2024-11-25,2024-11-28,2024-12-04,Pending,"Shantanu D, #673, Bidyut Marg, City Rural, Bangalore, AP, 411348"
422,678-1806768-9018599,TBA842815218000,dorboker,1,19.99,2024-11-25,2024-11-26,2024-12-05,Cancelled,"Shantanu D, #31, S M Street, City Sub-urban, Bangalore, TN, 545944"
423,506-9727027-4213844,TBA540335754560,mojioo,4,9.42,2024-11-25,2024-11-27,2024-11-28,Shipped,"Shantanu D, #350, Laad Bazaar, City Sub-urban, Thiruvananthapuram, TN, 962530"
424,154-2577857-2049061,TBA581876633208,toocust,1,25.99,2024-11-25,2024-11-25,2024-11-30,Shipped,"Anshul A, #550, S M Street, City Urban, Bangalore, AP, 665785"
425,113-1633852-9361040,AMZN878024317138,avery,8,13.21,2024-11-25,2024-11-26,2024-11-27,Out for Delivery,"Nikhil G, #905, S M Street, City Rural, Bangalore, TN, 595472"
426,871-6460393-1872747,AMZN986731249498,d maxpider,9,92.89,2024-11-25,2024-11-28,2024-11-28,Delivered,"Anshul A, #625, Bidyut Marg, City Urban, Hyderabad, OD, 902805"
427,400-8021420-5492439,AMZN961507589144,helena hi iris,6,29.99,2024-11-25,2024-11-25,2024-11-29,Delivered,"Radhabaran M, #682, Bajirao Road, City Urban, NamakKal, TN, 971306"
428,324-7305531-3730471,A568278884077,oimaster,10,33.99,2024-11-25,2024-11-26,2024-12-01,Shipped,"Sumanata B, #621, S M Street, City Sub-urban, Thiruvananthapuram, AP, 735091"
429,106-4759389-9256601,AMZN110469951034,pfister,5,57.45,2024-11-25,2024-11-27,2024-12-04,Delivered,"Radhabaran M, #955, Bajirao Road, City Rural, Thiruvananthapuram, TN, 753461"
430,289-2377710-7249509,TBA374977157721,forca,5,39.99,2024-11-25,2024-11-28,2024-12-02,Pending,"Shantanu D, #592, Laad Bazaar, City Rural, Thiruvananthapuram, AP, 421358"
431,806-7719901-1505038,TBA658876115058,dora momoko,6,9.99,2024-11-25,2024-11-28,2024-11-28,Out for Delivery,"Sahana, #425,  MG Road, City Urban, Cuttack , KL, 507459"
432,213-6511089-9311477,A700207267173,sigma,2,62.99,2024-11-25,2024-11-28,2024-12-02,Out for Delivery,"Anshul A, #45, Laad Bazaar, City Sub-urban, Bangalore, TN, 322210"
433,502-7523938-9130357,TBA221222523948,anagram international,3,5.84,2024-11-25,2024-11-26,2024-11-30,Cancelled,"Sridhar K S, #14, S M Street, City Sub-urban, Thiruvananthapuram, AP, 153243"
